,Subject,ai_dmn,cope,fb,roi,roi_nogsr,signal,signal_nogsr
140,CCD089,3.97155646181,3,FEEDBACK,0.106614437529,0.52595154045,0.206521148705,-0.0109117317855
141,CCD089,3.97155646181,4,FEEDBACK,0.0569928545388,0.110911320655,1.62767254109,0.0505139963991
142,CCD089,3.18502346148,3,NOFEEDBACK,0.0376729970219,-0.0161518461112,0.129765846803,-0.00473670917864
143,CCD089,3.18502346148,4,NOFEEDBACK,0.0144268957266,-0.185945647698,2.39509439558,0.0470536305398
144,CCD090,5.82405834986,3,NOFEEDBACK,-0.2255355814,-2.2621697828,2.34960855847,0.0412920155145
145,CCD090,5.82405834986,4,NOFEEDBACK,-0.205713569776,-2.02484304596,1.73084050104,0.0449768362231
146,CCD090,5.96219593658,3,FEEDBACK,0.142496929021,0.586126763769,0.79744763896,-0.115429832998
147,CCD090,5.96219593658,4,FEEDBACK,0.0236557172737,-0.648415727398,0.998591903705,-0.113476448914
148,CCD091,3.26862128368,3,NOFEEDBACK,0.044822027211,-0.251154199981,0.443801854463,-0.0855092175869
149,CCD091,3.26862128368,4,NOFEEDBACK,-0.0298251452178,-1.46615727689,0.975749221939,-0.0250037893669
150,CCD091,5.97378036781,3,FEEDBACK,0.135369641079,0.487948895817,-0.575565077492,-0.0875558165166
151,CCD091,5.97378036781,4,FEEDBACK,0.0701563093505,-0.328833224831,0.54777455593,-0.0435476543693
152,CCD092,7.2023019939,3,FEEDBACK,0.150274437106,-0.499108080701,2.07314917279,-0.0689909269443
153,CCD092,7.2023019939,4,FEEDBACK,0.157057465434,-6.51237465257,4.35974839501,0.00569894894223
154,CCD092,5.10799557867,3,NOFEEDBACK,-0.150980728907,-1.00391525312,1.69958026077,0.0535708865673
155,CCD092,5.10799557867,4,NOFEEDBACK,-0.0444644609949,-0.738461249071,2.48578145937,0.0459004717953
156,CCD094,3.33351539938,3,NOFEEDBACK,-0.03511337837,-0.352723081474,-0.445807040253,-0.0232799419932
157,CCD094,3.33351539938,4,NOFEEDBACK,-0.104965380918,-0.431433542992,0.3592634162,0.112709826133
158,CCD094,6.16169884595,3,FEEDBACK,0.20389874453,2.25786575153,0.0361526694876,0.00214171360677
159,CCD094,6.16169884595,4,FEEDBACK,0.105115314365,0.689455874506,0.50146467554,0.00154787766679
160,CCD095,6.3350272359,3,FEEDBACK,0.257127160253,1.74692659801,0.190888393982,-0.0856103376818
161,CCD095,6.3350272359,4,FEEDBACK,0.205787775279,1.53251149568,1.09745128668,-0.0133785033968
162,CCD095,3.56868882768,3,NOFEEDBACK,0.0988490151746,0.271829542476,-0.226068313512,0.0513213271271
163,CCD095,3.56868882768,4,NOFEEDBACK,0.0145337073699,-0.151366020226,1.23437313913,0.055502089499
164,CCD097,5.67431559242,3,NOFEEDBACK,0.113014916921,0.182781238579,-1.37041386993,-0.0816732665694
165,CCD097,5.67431559242,4,NOFEEDBACK,0.0750846195226,0.385680629403,-0.223905568551,0.0509180890052
166,CCD097,7.25159744641,3,FEEDBACK,-0.0965687433021,-0.804388253811,0.425173935692,-0.0930946851491
167,CCD097,7.25159744641,4,FEEDBACK,-0.112938981618,-0.574004067344,2.01783554365,0.0449530768733
168,CCD099,6.79203189381,3,FEEDBACK,0.11714504175,0.101274838913,-0.541426095653,-0.110835466656
169,CCD099,6.79203189381,4,FEEDBACK,0.168702034221,0.683991141786,1.59657127202,0.0405458913275
170,CCD099,6.33800766789,3,NOFEEDBACK,-0.0853659933217,-1.53789587236,1.50579072348,-0.107530160684
171,CCD099,6.33800766789,4,NOFEEDBACK,-0.047435418907,-1.09460682176,1.72356024102,-0.0837309221006
